bodyparts,,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear
coords,,x,y,likelihood,x,y,likelihood,x,y,likelihood
trial_number,frame,,,,,,,,,
0,113,635.2616577148438,280.2779541015625,0.0799560546875,637.066650390625,279.4239501953125,0.68310546875,623.9934692382812,284.6615905761719,0.79443359375
0,114,630.950927734375,291.10101318359375,0.68359375,637.1372680664062,279.79461669921875,0.720703125,624.0045776367188,285.1910400390625,0.7529296875
0,115,633.6118774414062,298.3808288574219,0.80126953125,639.1624755859375,283.514892578125,0.51953125,626.58447265625,288.5556945800781,0.6298828125
0,116,636.647216796875,305.5042724609375,0.8232421875,642.7009887695312,291.2148742675781,0.30126953125,629.9724731445312,294.8492126464844,0.69873046875
0,117,642.8379516601562,315.370361328125,0.82275390625,645.7772216796875,298.1548767089844,0.359375,633.49365234375,302.60565185546875,0.716796875
0,118,647.5101318359375,324.13531494140625,0.8779296875,652.08251953125,306.8272399902344,0.464111328125,639.3198852539062,310.9179992675781,0.7080078125
0,119,653.898193359375,330.9466552734375,0.8642578125,655.53466796875,311.3734130859375,0.48876953125,642.7942504882812,316.6421813964844,0.716796875
0,120,657.8331298828125,337.39422607421875,0.88525390625,658.6956176757812,317.9420166015625,0.453125,646.422119140625,323.57696533203125,0.6494140625
0,121,660.245849609375,342.4050598144531,0.87255859375,661.0506591796875,324.6766357421875,0.424072265625,648.64404296875,330.06317138671875,0.66357421875
0,122,662.7236328125,348.0571594238281,0.86669921875,664.3662109375,330.7179260253906,0.51171875,651.6658935546875,335.52252197265625,0.701171875
0,123,667.3980712890625,351.50762939453125,0.84716796875,667.8759765625,333.76953125,0.309814453125,655.4712524414062,339.08209228515625,0.68603515625
0,124,674.095458984375,357.6971435546875,0.85888671875,672.7103271484375,339.1820373535156,0.27099609375,660.1159057617188,344.4560852050781,0.6650390625
0,125,677.0580444335938,362.9191589355469,0.89453125,676.8955688476562,345.0909118652344,0.404052734375,664.3202514648438,350.3543395996094,0.64453125
0,126,677.024658203125,367.575439453125,0.91748046875,679.9437866210938,351.63446044921875,0.5126953125,667.2850341796875,356.99786376953125,0.66552734375
0,127,678.5728759765625,373.10302734375,0.88232421875,682.5701904296875,358.67083740234375,0.56884765625,669.6788330078125,363.8408203125,0.5810546875
0,128,682.9754638671875,380.0631103515625,0.88232421875,684.3251342773438,363.598876953125,0.498779296875,672.32373046875,370.05511474609375,0.64453125
0,129,688.5367431640625,385.53363037109375,0.89013671875,687.7659912109375,367.5979309082031,0.54736328125,675.8992309570312,374.9273681640625,0.7041015625
0,130,692.7056274414062,389.502685546875,0.88818359375,691.8076171875,371.4820861816406,0.401611328125,679.6552124023438,378.2772216796875,0.67138671875
0,131,699.4657592773438,395.7231750488281,0.88427734375,696.73193359375,376.6849670410156,0.203857421875,683.8744506835938,382.38739013671875,0.646484375
0,132,703.4990844726562,399.8130798339844,0.8916015625,702.3101196289062,382.75439453125,0.349365234375,690.001953125,388.7998046875,0.58349609375
0,133,705.590087890625,402.9271545410156,0.79443359375,705.5130004882812,386.6141052246094,0.403564453125,694.05859375,394.0140075683594,0.56494140625
0,134,707.7838134765625,407.9159240722656,0.82177734375,708.4873657226562,391.8221130371094,0.54052734375,697.572509765625,400.3061218261719,0.5400390625
0,135,713.5003662109375,414.51422119140625,0.86767578125,711.60498046875,397.76531982421875,0.408935546875,700.0084838867188,405.60089111328125,0.6240234375
0,136,719.2811889648438,420.9812927246094,0.8671875,715.3551635742188,403.6040344238281,0.1917724609375,704.0552978515625,411.73126220703125,0.62744140625
0,137,721.89794921875,423.6468505859375,0.9033203125,719.6002197265625,408.5124816894531,0.2154541015625,708.1064453125,415.05963134765625,0.68701171875
0,138,720.0399780273438,424.48284912109375,0.87841796875,722.7235107421875,408.677001953125,0.37353515625,710.269287109375,414.35650634765625,0.69873046875
0,139,718.615966796875,424.5787658691406,0.9541015625,722.493408203125,407.67681884765625,0.595703125,710.1686401367188,412.7795715332031,0.77978515625
0,140,719.7467651367188,425.2008056640625,0.91650390625,721.467041015625,406.9525146484375,0.64013671875,709.241455078125,412.73651123046875,0.73095703125
0,141,720.587890625,425.3751525878906,0.91064453125,720.6487426757812,406.9806213378906,0.66259765625,708.9400024414062,413.0700988769531,0.7783203125
0,142,720.7884521484375,425.40472412109375,0.93603515625,720.6458129882812,407.40234375,0.669921875,709.0420532226562,413.1338806152344,0.81201171875
0,143,720.5538330078125,425.5718994140625,0.890625,720.7301025390625,407.1847229003906,0.65234375,708.7136840820312,413.4351806640625,0.7646484375
0,144,720.5084838867188,425.342041015625,0.90576171875,720.65185546875,407.1373291015625,0.6611328125,709.5798950195312,413.450439453125,0.765625
0,145,720.50146484375,425.1202392578125,0.89404296875,720.2398681640625,407.0316162109375,0.6474609375,708.4986572265625,413.1129150390625,0.78076171875
0,146,720.980224609375,425.2024841308594,0.90185546875,720.265380859375,406.8762512207031,0.65576171875,708.5484619140625,412.9593200683594,0.783203125
0,147,720.77880859375,425.3126220703125,0.9306640625,720.5233154296875,407.2999572753906,0.64306640625,709.4657592773438,412.9933166503906,0.818359375
0,148,720.97314453125,424.9002685546875,0.94482421875,720.4498291015625,406.98870849609375,0.6513671875,709.413330078125,412.9544982910156,0.82763671875
0,149,721.059326171875,425.1231689453125,0.93994140625,720.1846313476562,406.68927001953125,0.6435546875,709.2045288085938,412.891357421875,0.8017578125
0,150,721.093017578125,424.9499816894531,0.90087890625,720.5431518554688,406.7734375,0.64599609375,709.37646484375,412.9420166015625,0.82080078125
0,151,721.0253295898438,424.8099365234375,0.94287109375,720.4330444335938,406.8675842285156,0.6376953125,709.4852905273438,412.76971435546875,0.81689453125
0,152,727.2230224609375,418.7271423339844,0.859375,719.3115844726562,404.22930908203125,0.67626953125,710.6140747070312,412.70635986328125,0.77978515625
0,153,735.4927978515625,409.1119079589844,0.89453125,721.2726440429688,398.7679443359375,0.77197265625,717.5799560546875,409.0760192871094,0.84375
0,154,742.404052734375,403.9764709472656,0.95361328125,724.8818359375,395.283935546875,0.7431640625,723.5713500976562,406.52008056640625,0.8056640625
0,155,748.1968994140625,402.80389404296875,0.91064453125,730.1521606445312,394.4890441894531,0.7412109375,729.0942993164062,405.8551940917969,0.82373046875
0,156,753.1781616210938,402.1229248046875,0.9111328125,734.56591796875,394.3682861328125,0.78173828125,733.7242431640625,405.9015197753906,0.87109375
0,157,759.366455078125,402.70880126953125,0.92236328125,740.0087890625,394.8111572265625,0.6962890625,738.7106323242188,406.52667236328125,0.830078125
