bodyparts,,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear
coords,,x,y,likelihood,x,y,likelihood,x,y,likelihood
trial_number,frame,,,,,,,,,
0,396,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,397,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,398,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,399,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,400,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0,401,341.58062744140625,711.1895751953125,0.83740234375,351.8343505859375,723.0535278320312,0.61376953125,352.69970703125,706.451416015625,0.6533203125
0,402,343.5018310546875,699.7282104492188,0.76123046875,350.5814208984375,709.9639282226562,0.603515625,358.2252197265625,700.7342529296875,0.7939453125
0,403,346.441162109375,694.8518676757812,0.6630859375,352.8805847167969,707.5939331054688,0.5078125,360.9078674316406,696.4839477539062,0.79248046875
0,404,349.67779541015625,687.7666015625,0.59765625,356.8244323730469,699.8828735351562,0.73193359375,365.8037109375,693.3472900390625,0.841796875
0,405,350.078857421875,681.9550170898438,0.8330078125,358.65325927734375,695.0303344726562,0.68505859375,368.6973876953125,688.2797241210938,0.80029296875
0,406,347.91485595703125,678.0362548828125,0.90185546875,358.318603515625,691.0560302734375,0.6484375,368.5850524902344,683.5073852539062,0.8310546875
0,407,348.7324523925781,672.8421630859375,0.90576171875,357.53515625,686.1929931640625,0.61572265625,368.82000732421875,679.6763916015625,0.7763671875
0,408,347.02777099609375,669.2434692382812,0.85546875,356.5902404785156,684.7097778320312,0.59326171875,367.982666015625,676.24755859375,0.77490234375
0,409,345.7849426269531,666.0980834960938,0.86474609375,355.5015563964844,685.401611328125,0.669921875,367.2158508300781,673.4864501953125,0.7568359375
0,410,343.9449462890625,661.9791259765625,0.85986328125,352.42279052734375,680.349365234375,0.62353515625,366.0278625488281,671.1819458007812,0.6767578125
0,411,352.1822814941406,652.7960815429688,0.9150390625,353.4246520996094,671.563720703125,0.66748046875,368.969482421875,667.75390625,0.751953125
0,412,353.3339538574219,645.7374877929688,0.80126953125,355.38970947265625,666.0541381835938,0.62939453125,370.2877502441406,661.4002685546875,0.759765625
0,413,354.3837890625,641.06103515625,0.8427734375,356.3134765625,662.096435546875,0.5302734375,369.32470703125,657.35205078125,0.744140625
0,414,353.4639587402344,638.4818725585938,0.787109375,357.75732421875,660.2874755859375,0.67138671875,367.5329284667969,653.9501953125,0.64453125
0,415,354.02130126953125,635.7987670898438,0.72900390625,358.208740234375,655.2007446289062,0.414794921875,366.3778991699219,650.6889038085938,0.58642578125
0,416,359.81298828125,635.27685546875,0.8017578125,359.7403564453125,653.7421875,0.34814453125,370.193359375,650.85791015625,0.5341796875
0,417,360.74658203125,633.731689453125,0.8515625,360.6230773925781,653.7127685546875,0.45849609375,374.82586669921875,650.8681640625,0.6630859375
0,418,356.646240234375,632.6474609375,0.830078125,359.3212890625,653.3515625,0.5732421875,372.370849609375,649.4004516601562,0.6171875
0,419,356.4732666015625,631.6058349609375,0.82568359375,358.550537109375,653.59521484375,0.6591796875,373.6276550292969,647.307373046875,0.74560546875
0,420,356.11376953125,632.6984252929688,0.83349609375,358.6490783691406,653.2200927734375,0.70849609375,373.6844177246094,647.3414306640625,0.74658203125
0,421,354.8720703125,632.3663330078125,0.88623046875,358.93212890625,652.3349609375,0.69970703125,373.28582763671875,647.46337890625,0.77001953125
0,422,353.7100830078125,633.0538330078125,0.79345703125,358.9137268066406,652.9520874023438,0.654296875,372.1344299316406,647.7158203125,0.73388671875
0,423,350.90185546875,633.3201904296875,0.8359375,357.998046875,653.87939453125,0.70703125,370.6458740234375,647.0712890625,0.75537109375
0,424,350.6162109375,632.822265625,0.779296875,357.7034912109375,654.323486328125,0.740234375,370.5244140625,647.17138671875,0.72314453125
0,425,350.5394592285156,633.4853515625,0.8486328125,357.7802429199219,653.8154296875,0.6865234375,369.6604919433594,647.23388671875,0.7021484375
0,426,350.77685546875,632.777587890625,0.84130859375,357.3372802734375,652.7528076171875,0.6953125,369.59588623046875,646.8943481445312,0.7001953125
0,427,349.395263671875,634.1099853515625,0.85546875,356.7293701171875,655.0970458984375,0.78173828125,370.0791931152344,647.37451171875,0.6875
0,428,347.6213073730469,634.3524169921875,0.88134765625,355.3505859375,653.7745361328125,0.77392578125,368.8691101074219,646.8504028320312,0.7060546875
0,429,348.43310546875,632.775146484375,0.8203125,355.27490234375,653.420654296875,0.740234375,369.0357971191406,646.3049926757812,0.71142578125
0,430,349.070556640625,630.3906860351562,0.71630859375,354.9989318847656,650.73974609375,0.669921875,368.27069091796875,644.4468994140625,0.66748046875
0,431,349.149658203125,628.92138671875,0.79833984375,354.4912109375,650.0771484375,0.6953125,367.705078125,644.162109375,0.6513671875
0,432,350.05908203125,628.5711669921875,0.78466796875,356.1181640625,647.21484375,0.440185546875,363.1240234375,643.31298828125,0.49755859375
0,433,349.976318359375,628.1264038085938,0.791015625,356.15625,646.2850952148438,0.376220703125,362.5693359375,642.6446533203125,0.513671875
0,434,349.06298828125,628.2772216796875,0.7744140625,356.578369140625,644.990234375,0.375,361.8076171875,642.26953125,0.498046875
0,435,345.89013671875,631.5048828125,0.7373046875,354.7421875,649.904296875,0.6474609375,360.92578125,642.7626953125,0.6455078125
0,436,342.484130859375,632.3771362304688,0.8017578125,353.4981384277344,651.2642211914062,0.67724609375,359.1724548339844,643.2894897460938,0.498779296875
0,437,340.27459716796875,634.8798828125,0.85888671875,351.50628662109375,651.8905639648438,0.8203125,357.1434631347656,644.1611938476562,0.69287109375
0,438,336.5460510253906,636.9761352539062,0.87939453125,349.0343933105469,654.02392578125,0.8203125,356.5004577636719,645.2240600585938,0.57275390625
0,439,335.7579040527344,636.5377807617188,0.8974609375,347.58148193359375,654.37255859375,0.8310546875,361.26080322265625,644.2103881835938,0.6083984375
0,440,334.4701843261719,637.25439453125,0.84619140625,346.82452392578125,654.2113037109375,0.84228515625,360.2684326171875,642.90185546875,0.6484375
0,441,332.75274658203125,635.7997436523438,0.802734375,345.08306884765625,653.2230834960938,0.76513671875,358.53594970703125,641.88037109375,0.6318359375
0,442,331.6507568359375,631.634033203125,0.88232421875,343.60858154296875,649.8211669921875,0.66748046875,355.2583312988281,638.952392578125,0.60546875
